image_num,golden_label,predicted_label,energy,output0,output1,output2,output3,output4,output5,output6,output7,output8,output9
13,0,0,1.5824466171434843e-10,0.79879,0.15505,0.0088823,0.01666,0.016748,0.026108,0.72263,0.017142,0.1645,0.047202
14,1,1,1.592812779892934e-10,0.020138,0.79847,0.13566,0.070167,0.008706,0.0013382,0.53055,0.0042072,0.13572,0.037173
15,5,5,1.4744980091386796e-10,0.19683,0.0010769,0.010478,0.23149,0.0024774,0.79861,0.039306,0.19694,0.7741,0.0039497
16,9,9,1.5426075981849754e-10,0.38382,0.0046731,0.05995,0.032395,0.47331,0.010315,0.016492,0.0073668,0.16158,0.79851
17,7,7,1.483505063537295e-10,0.30911,0.0058294,0.13859,0.36219,0.0014905,0.015797,0.0010659,0.79865,0.29142,0.28354
18,3,3,1.4759607111080904e-10,0.033615,0.0032619,0.74033,0.79673,0.0063833,0.0011059,0.029324,0.14379,0.62629,0.015099
19,4,4,1.5697489568464834e-10,0.024647,0.012967,0.40954,0.026942,0.7986,0.0015134,0.093548,0.05735,0.017885,0.061478
20,9,9,1.5347030781520432e-10,0.19105,0.016793,0.027628,0.061886,0.43696,0.004467,0.0020663,0.017672,0.35237,0.79758
21,6,6,1.5249268039240035e-10,0.20681,0.15657,0.17368,0.0029388,0.22208,0.46411,0.79878,0.0011092,0.31841,0.0082488
22,6,6,1.403781343712243e-10,0.47166,0.059983,0.17586,0.015907,0.4067,0.33233,0.79876,0.0050867,0.26348,0.021693
23,5,5,1.4097986497131455e-10,0.40875,0.0011434,0.001913,0.13188,0.028711,0.79876,0.57261,0.01618,0.74281,0.0085389
24,4,4,1.4892241525622206e-10,0.0084444,0.0019202,0.52882,0.014247,0.79874,0.0011217,0.24991,0.46993,0.010797,0.12399
25,0,0,1.5006073282709875e-10,0.79852,0.065305,0.050115,0.0060039,0.0061063,0.0012346,0.73904,0.019547,0.13601,0.094869
26,7,7,1.5550312558356653e-10,0.662,0.2069,0.028932,0.33673,0.0047698,0.012766,0.0011266,0.79878,0.014292,0.39953
27,4,4,1.522141842996033e-10,0.0092715,0.012486,0.19077,0.021434,0.79867,0.0012022,0.13281,0.076199,0.018806,0.060798
28,0,0,1.5972679856282687e-10,0.79879,0.036347,0.46999,0.19067,0.025806,0.0023179,0.33364,0.023223,0.074949,0.054514
29,1,1,1.6353549559319076e-10,0.05287,0.79857,0.035648,0.36586,0.0098262,0.002369,0.26922,0.0013773,0.47724,0.048712
30,3,3,1.4708390446106918e-10,0.15105,0.010356,0.10405,0.79868,0.034198,0.0062553,0.0076523,0.079175,0.3659,0.16529
31,1,1,1.600690697388625e-10,0.004004,0.79844,0.048181,0.1213,0.048032,0.01462,0.11648,0.0094,0.010499,0.19272
32,3,3,1.4566878726007003e-10,0.27973,0.013868,0.11101,0.79866,0.027894,0.0041276,0.022992,0.03884,0.75237,0.012505
33,4,4,1.5626209709544744e-10,0.44935,0.018303,0.41182,0.001078,0.7978,0.0021515,0.733,0.022211,0.15335,0.0038135
34,7,7,1.5204628173536108e-10,0.028253,0.17749,0.74473,0.03475,0.0026978,0.0012129,0.0010659,0.79872,0.23762,0.4204
35,2,2,1.362066865025778e-10,0.3509,0.018769,0.79869,0.040013,0.0067591,0.0010674,0.1891,0.0093835,0.36695,0.015585
36,7,7,1.4319213402713253e-10,0.065299,0.039911,0.61948,0.042283,0.0026395,0.0012274,0.0030644,0.79875,0.29978,0.038737
37,1,1,1.6248394849893456e-10,0.057085,0.79847,0.061794,0.049596,0.039482,0.011823,0.36453,0.0074436,0.23388,0.048771
38,2,2,1.5307721315737092e-10,0.27164,0.32632,0.78235,0.36392,0.0016487,0.0011739,0.31809,0.19825,0.31065,0.017221
39,1,1,1.5519430159694518e-10,0.01749,0.79846,0.0098634,0.13909,0.0119,0.0017515,0.7697,0.0033757,0.32523,0.082697
40,1,1,1.646242198092883e-10,0.23869,0.79836,0.072321,0.20923,0.041346,0.0024129,0.4503,0.19281,0.012808,0.19459
41,7,7,1.4780803573611564e-10,0.1892,0.26523,0.74459,0.022832,0.011389,0.0012783,0.0012647,0.79879,0.020851,0.21542
42,4,4,1.6031337080182906e-10,0.0038943,0.013553,0.18504,0.00563,0.79869,0.0013518,0.059841,0.031441,0.049231,0.041936
43,2,2,1.425020018826337e-10,0.020486,0.031534,0.79634,0.22975,0.39638,0.0011296,0.089129,0.24762,0.045001,0.0072482
44,3,3,1.5373885623284115e-10,0.041059,0.051853,0.069566,0.79858,0.21437,0.015145,0.04613,0.2408,0.45604,0.036482
45,5,5,1.5165779875065227e-10,0.21896,0.0010707,0.0028414,0.41972,0.0073867,0.79871,0.12879,0.029273,0.75845,0.040542
46,1,1,1.5821311237816382e-10,0.010501,0.79829,0.0088141,0.76026,0.016279,0.010169,0.0037786,0.036814,0.35717,0.12273
47,2,2,1.430881513495589e-10,0.55999,0.29559,0.7987,0.070233,0.02334,0.0011914,0.26079,0.038607,0.39201,0.050329
48,4,4,1.5288123688784054e-10,0.0038944,0.020783,0.058452,0.0053679,0.79879,0.011534,0.20562,0.086193,0.28123,0.046789
49,4,4,1.4645440003465068e-10,0.016051,0.0034055,0.14223,0.0093826,0.79851,0.015115,0.11091,0.055221,0.026296,0.033041
50,6,6,1.542103377092807e-10,0.040556,0.039522,0.076468,0.0026967,0.033502,0.081853,0.79879,0.020323,0.76607,0.0040816
51,3,3,1.4097745807313384e-10,0.62983,0.0076909,0.10102,0.79871,0.011958,0.1557,0.013821,0.041245,0.76711,0.049482
52,5,5,1.347111730363247e-10,0.053021,0.0010956,0.0017221,0.29711,0.21716,0.7987,0.74823,0.010837,0.71298,0.01759
53,5,5,1.2948994252680175e-10,0.1574,0.0011128,0.013009,0.32637,0.0019326,0.79876,0.043073,0.15175,0.76733,0.019216
54,6,6,1.4052067180810066e-10,0.13461,0.21499,0.38396,0.001066,0.21014,0.083303,0.79872,0.0012401,0.48515,0.010674
55,0,0,1.5482109655591436e-10,0.79866,0.058057,0.04809,0.024112,0.02562,0.026753,0.71953,0.025631,0.3331,0.023789
56,4,4,1.5550278692214684e-10,0.0032093,0.014778,0.33159,0.0069684,0.79864,0.0025258,0.061449,0.046324,0.023364,0.16282
57,1,1,1.6122549890175275e-10,0.009962,0.79852,0.027961,0.044319,0.037889,0.0020439,0.4652,0.013996,0.47589,0.04601
58,9,9,1.506046867628322e-10,0.37945,0.001986,0.04637,0.025501,0.26151,0.050517,0.021375,0.087187,0.26562,0.79879
59,5,5,1.4644569818666525e-10,0.13641,0.00194,0.0011644,0.47239,0.26949,0.79823,0.13148,0.0039495,0.30661,0.041135
60,7,7,1.5675095921572596e-10,0.29598,0.035836,0.0011347,0.7363,0.0017919,0.027363,0.0010691,0.79876,0.072,0.50872
61,8,8,1.3369842795480736e-10,0.028825,0.0090132,0.73508,0.17225,0.0079013,0.015357,0.0060791,0.024483,0.79867,0.015708
62,9,9,1.51417254348133e-10,0.083365,0.028246,0.013665,0.044647,0.024407,0.082092,0.026048,0.049214,0.49763,0.79815
63,3,3,1.448117033617791e-10,0.074491,0.0045759,0.3773,0.79845,0.0063346,0.0026884,0.0013461,0.027395,0.76967,0.085858
64,7,7,1.3614482553596593e-10,0.014243,0.0028764,0.063791,0.62447,0.0040193,0.020134,0.0011132,0.79816,0.76767,0.42749
65,4,4,1.5858016269700887e-10,0.054896,0.090644,0.030096,0.034027,0.79879,0.0011672,0.027174,0.018433,0.021723,0.65371
66,6,6,1.5745660108845235e-10,0.63679,0.33371,0.17315,0.0085206,0.013782,0.0041557,0.79782,0.001072,0.49125,0.050954
67,4,4,1.4860293810469753e-10,0.004392,0.018754,0.17438,0.023216,0.79862,0.0067568,0.3224,0.21379,0.022396,0.042459
68,3,3,1.4817279573556677e-10,0.036663,0.003055,0.2276,0.79879,0.017586,0.012905,0.0064703,0.045756,0.46721,0.3256
69,0,0,1.4614239851151983e-10,0.79868,0.037576,0.054378,0.031144,0.0010738,0.011701,0.44759,0.012116,0.18615,0.03538
70,7,7,1.5299726268715811e-10,0.70147,0.0016992,0.10939,0.25703,0.0040499,0.0012187,0.0010946,0.79879,0.71659,0.20835
71,0,0,1.4988919093979298e-10,0.7987,0.043589,0.02443,0.0064496,0.014555,0.020101,0.48413,0.0045996,0.1455,0.026114
72,2,2,1.4095736555930197e-10,0.71421,0.028336,0.79873,0.022085,0.0028296,0.0011607,0.083065,0.03137,0.21686,0.0072451
73,9,9,1.459630076578188e-10,0.14503,0.0039229,0.016675,0.021427,0.22023,0.0022762,0.0023359,0.0081488,0.61938,0.79857
74,1,1,1.6020990583544164e-10,0.087296,0.79851,0.023911,0.24583,0.036478,0.008282,0.54769,0.0024454,0.11652,0.13152
75,7,7,1.5229285706933525e-10,0.065043,0.002891,0.40448,0.50996,0.020776,0.0010692,0.0011649,0.79659,0.41342,0.21819
76,3,3,1.4349359176559309e-10,0.33641,0.03585,0.061994,0.79859,0.030925,0.026336,0.025995,0.022665,0.65501,0.083496
77,2,2,1.3886454780296533e-10,0.69567,0.18207,0.79865,0.07928,0.0076902,0.0011421,0.044228,0.25261,0.33204,0.028429
78,9,9,1.4695165124317086e-10,0.04617,0.014725,0.030057,0.051516,0.3522,0.0013615,0.0032261,0.0063464,0.614,0.79421
79,7,7,1.3943885418562722e-10,0.4569,0.011052,0.032068,0.63785,0.0028036,0.013146,0.0012706,0.79862,0.52667,0.47904
80,7,7,1.5939682155437751e-10,0.38615,0.0088668,0.075165,0.016529,0.038151,0.015233,0.0013314,0.79878,0.26122,0.77405
81,6,6,1.5434141253684975e-10,0.11584,0.028786,0.21583,0.0014844,0.3955,0.23813,0.79875,0.0040746,0.47501,0.0046221
82,2,2,1.4784017742870806e-10,0.61309,0.061929,0.79868,0.062105,0.043426,0.0011596,0.34004,0.075988,0.37448,0.053292
83,7,7,1.5555859814860438e-10,0.069517,0.026113,0.0092241,0.054087,0.031125,0.013105,0.0010697,0.79867,0.059007,0.34089
84,8,8,1.4792758360062872e-10,0.02751,0.032491,0.13253,0.070677,0.038178,0.011894,0.19926,0.0079234,0.79875,0.036221
85,4,4,1.539135015838266e-10,0.001827,0.02498,0.020308,0.006091,0.79859,0.0027215,0.19563,0.47676,0.14492,0.015776
86,7,7,1.5331887914745097e-10,0.29152,0.065559,0.155,0.44686,0.0013991,0.0017302,0.0011544,0.79874,0.71026,0.43099
87,3,3,1.4203464555715708e-10,0.73878,0.065227,0.046258,0.79872,0.061255,0.020851,0.028728,0.22234,0.25443,0.011025
88,6,6,1.494358744081939e-10,0.22553,0.15218,0.27538,0.024641,0.25199,0.22293,0.79864,0.0041206,0.21273,0.029722
89,1,1,1.6170657366264907e-10,0.029174,0.79876,0.32783,0.036281,0.40828,0.0010803,0.60954,0.0044779,0.2293,0.002947
90,3,3,1.5268656709996313e-10,0.090048,0.036726,0.022491,0.7987,0.010011,0.0022862,0.018826,0.011569,0.52135,0.062948
91,6,6,1.460292893036864e-10,0.27047,0.054658,0.15541,0.011597,0.32375,0.20346,0.79878,0.0012491,0.47253,0.016148
92,9,9,1.481233484409292e-10,0.30187,0.0020039,0.018475,0.052569,0.74963,0.0011793,0.0010752,0.0012582,0.36579,0.76916
93,3,3,1.5375903850618686e-10,0.15518,0.014974,0.17196,0.79879,0.23038,0.031726,0.025624,0.0035783,0.49963,0.27737
94,1,1,1.6204746787000188e-10,0.026873,0.79876,0.28747,0.0081235,0.073658,0.0010959,0.76449,0.0010704,0.032963,0.075678
95,4,4,1.3809004483879284e-10,0.0028381,0.01714,0.01442,0.015027,0.79866,0.0049307,0.19733,0.036476,0.083376,0.01337
96,1,1,1.5713167297423747e-10,0.0044633,0.79837,0.020473,0.3761,0.087734,0.0027887,0.01543,0.0010761,0.089719,0.21476
97,7,7,1.501804581209574e-10,0.047206,0.011362,0.25318,0.16844,0.0027827,0.0010815,0.0011689,0.79866,0.79294,0.016238
98,6,6,1.5106866548658856e-10,0.040487,0.027142,0.2507,0.0013726,0.31588,0.082837,0.79878,0.0024387,0.64433,0.0014494
99,9,9,1.5579247265505577e-10,0.0646,0.020878,0.035891,0.13288,0.17538,0.22722,0.043331,0.033473,0.39863,0.79877
100,6,6,1.4968445718772551e-10,0.04374,0.12721,0.28225,0.0015947,0.17553,0.40117,0.79865,0.012846,0.38496,0.02658
101,0,0,1.4860273175481972e-10,0.79879,0.12899,0.015083,0.035452,0.016067,0.044422,0.55161,0.010668,0.03707,0.03537
102,5,5,1.401778446083878e-10,0.26026,0.0010719,0.013021,0.48713,0.0028716,0.79741,0.014579,0.11736,0.78433,0.098677
103,4,4,1.5551187119295256e-10,0.017581,0.011995,0.43974,0.010436,0.79859,0.00345,0.053082,0.038168,0.016214,0.054291
104,9,9,1.4866876750952553e-10,0.12948,0.001085,0.0021176,0.13519,0.033605,0.67711,0.0019286,0.077244,0.7291,0.78107
105,9,9,1.4115301666358759e-10,0.11009,0.019231,0.025361,0.042955,0.044502,0.060085,0.023257,0.051168,0.45747,0.79558
106,2,2,1.5042744484672479e-10,0.51177,0.0041974,0.79879,0.20433,0.019292,0.001134,0.021749,0.03477,0.4717,0.0061137
107,1,1,1.523157255951373e-10,0.53631,0.79857,0.209,0.29453,0.061512,0.0015989,0.72664,0.0010736,0.069711,0.10425
108,9,9,1.5732883882978577e-10,0.40349,0.037633,0.0082501,0.040039,0.041522,0.0095391,0.0071675,0.02204,0.26574,0.79878
109,4,4,1.5128236562816645e-10,0.027205,0.0075276,0.09376,0.0065532,0.79857,0.025915,0.52947,0.080614,0.040315,0.0026732
110,8,8,1.5363489252246007e-10,0.13976,0.028347,0.068633,0.28404,0.0066502,0.31599,0.026152,0.0077492,0.79876,0.26184
111,7,7,1.616109136318038e-10,0.12507,0.2835,0.24215,0.15541,0.0020858,0.0010827,0.0010659,0.79855,0.46978,0.52583
112,3,3,1.4895855472229406e-10,0.22483,0.034686,0.030675,0.79864,0.0083128,0.016916,0.025119,0.022786,0.44712,0.096697
113,9,9,1.5057183862854778e-10,0.28493,0.052053,0.022844,0.71591,0.028586,0.053372,0.014125,0.052947,0.071811,0.79861
114,7,7,1.4196854291958305e-10,0.2895,0.0030844,0.33308,0.30652,0.011266,0.0011041,0.001111,0.79208,0.17563,0.61008
115,4,4,1.5389884417794577e-10,0.039596,0.039714,0.01896,0.0025637,0.77962,0.007503,0.13358,0.016183,0.056058,0.75329
116,4,4,1.4786447890046955e-10,0.012406,0.03974,0.32014,0.0044119,0.79878,0.0011379,0.026733,0.057943,0.024444,0.66302
117,4,4,1.3729121310073415e-10,0.002519,0.0066962,0.30391,0.0060887,0.79856,0.0039047,0.14153,0.019695,0.038765,0.054484
118,9,9,1.5070015073079404e-10,0.41162,0.0042684,0.053448,0.031094,0.48575,0.0087864,0.0029471,0.056962,0.037066,0.79868
119,2,2,1.471315829475831e-10,0.098779,0.036151,0.79877,0.062279,0.0072798,0.0012285,0.02296,0.76335,0.63896,0.0061033
120,5,5,1.478897780800898e-10,0.052347,0.0010713,0.017486,0.37193,0.030712,0.79792,0.017372,0.033839,0.77847,0.18366
121,4,4,1.495539101136269e-10,0.0047002,0.018707,0.009597,0.0023442,0.79036,0.024729,0.1212,0.046557,0.42963,0.15392
122,7,7,1.5953002468776372e-10,0.081798,0.011199,0.045998,0.11456,0.0015938,0.015882,0.0010717,0.79843,0.20021,0.64552
123,6,6,1.5381453399852434e-10,0.040329,0.28991,0.42188,0.0034279,0.12731,0.049786,0.79866,0.0041649,0.40559,0.0106
124,7,7,1.4768594550057185e-10,0.028107,0.046855,0.018774,0.0078988,0.46597,0.002754,0.001066,0.79383,0.54847,0.58499
125,9,4,1.4845889435436807e-10,0.25205,0.026807,0.041064,0.0069205,0.79879,0.0059255,0.29618,0.018133,0.020444,0.7747
126,0,0,1.518711991886667e-10,0.79878,0.028913,0.21086,0.0049835,0.03765,0.025407,0.2292,0.0029527,0.33088,0.03523
127,5,5,1.4748115135973787e-10,0.02096,0.001124,0.0021712,0.13888,0.027949,0.79877,0.27932,0.012305,0.76325,0.013788
128,8,8,1.4128632183912117e-10,0.031204,0.0053311,0.027702,0.212,0.0031605,0.047898,0.018541,0.0032529,0.79873,0.28062
129,5,5,1.4246278398991002e-10,0.064021,0.0013282,0.0011694,0.4579,0.026292,0.79869,0.18101,0.013561,0.73339,0.16735
130,6,6,1.498639608204779e-10,0.22435,0.028103,0.040256,0.012193,0.38025,0.47065,0.79869,0.001185,0.70136,0.020521
131,6,6,1.382472935227917e-10,0.10177,0.035657,0.036945,0.012497,0.37662,0.14183,0.79878,0.0017668,0.74516,0.0098219
132,5,5,1.4032140597715217e-10,0.02389,0.0010689,0.00178,0.2652,0.19381,0.79778,0.1817,0.033832,0.79097,0.070842
133,7,7,1.4660382163122426e-10,0.077855,0.0035552,0.035522,0.52778,0.0016663,0.025172,0.0011508,0.79871,0.45098,0.28606
134,8,8,1.5151294265047434e-10,0.02919,0.044943,0.082794,0.23096,0.0026176,0.032248,0.040381,0.016845,0.79868,0.10949
135,1,1,1.6180932717138457e-10,0.0021374,0.79858,0.049603,0.032561,0.0415,0.0012678,0.43605,0.0081358,0.22829,0.044827
136,0,0,1.6294541493074706e-10,0.79866,0.096646,0.26351,0.0066996,0.012822,0.0046773,0.60485,0.022434,0.23206,0.34945
137,1,1,1.5845333318401774e-10,0.033418,0.79857,0.23612,0.049253,0.14134,0.0010671,0.37039,0.0091843,0.035399,0.042589
138,6,6,1.4731103123792844e-10,0.2834,0.095551,0.32961,0.0018523,0.49578,0.25984,0.79869,0.0026308,0.11462,0.016468
139,4,4,1.5358092006005677e-10,0.011615,0.0098522,0.034513,0.011518,0.79314,0.0064711,0.04271,0.0013773,0.19346,0.036905
140,6,6,1.5456281046471479e-10,0.10898,0.0086724,0.091106,0.0018446,0.36461,0.08301,0.79879,0.0039057,0.71956,0.0065749
141,7,7,1.625734340142789e-10,0.36805,0.097378,0.049529,0.048516,0.0015834,0.0038631,0.0010737,0.79873,0.2056,0.48576
142,3,3,1.423915498832214e-10,0.047585,0.013749,0.39437,0.79853,0.022711,0.0010669,0.001671,0.0011432,0.70756,0.034248
143,1,1,1.6400849131321013e-10,0.019124,0.79852,0.040168,0.031785,0.061278,0.0020109,0.49446,0.021782,0.10713,0.039437
144,7,7,1.4513379854758504e-10,0.45327,0.0010664,0.30339,0.052089,0.17923,0.0011781,0.0010994,0.78134,0.53754,0.088779
145,1,1,1.6424872512778595e-10,0.0019078,0.79873,0.0051159,0.59237,0.20359,0.025828,0.0052733,0.021957,0.013201,0.65805
146,8,8,1.4918328031408462e-10,0.030835,0.037843,0.15916,0.18194,0.0029373,0.0164,0.014193,0.011046,0.79879,0.57341
147,2,2,1.4840593544148162e-10,0.46475,0.018684,0.79879,0.042449,0.017141,0.0011025,0.030338,0.023112,0.52157,0.0080298
148,0,0,1.5495254171771882e-10,0.79879,0.19182,0.13395,0.043642,0.031885,0.0067615,0.6447,0.0084709,0.16987,0.044225
149,2,2,1.4697955300099715e-10,0.45695,0.0014676,0.7978,0.15972,0.40208,0.0011168,0.022751,0.0023483,0.43611,0.26906
150,9,9,1.6076009742089363e-10,0.095955,0.034974,0.023823,0.28419,0.25856,0.0444,0.11259,0.022779,0.31924,0.79877
151,9,0,1.4671165135873658e-10,0.76696,0.0010926,0.21907,0.025244,0.42522,0.0031628,0.0010665,0.002719,0.29408,0.76232
152,5,5,1.4075989208122738e-10,0.052321,0.013735,0.012734,0.40065,0.05162,0.79876,0.38724,0.0041238,0.39102,0.051767
153,5,5,1.4004158544353039e-10,0.031075,0.0010724,0.0034315,0.29671,0.012484,0.79495,0.066699,0.011328,0.77171,0.085432
154,1,1,1.6879561815239292e-10,0.042671,0.79872,0.035159,0.10155,0.002191,0.0010789,0.18614,0.0028222,0.14578,0.085926
155,5,5,1.4688694995426902e-10,0.032321,0.0011327,0.0012552,0.21023,0.24018,0.79877,0.3281,0.032034,0.77634,0.022779
156,6,6,1.4492386119549938e-10,0.032778,0.034934,0.50944,0.0011033,0.40683,0.11573,0.79879,0.0010855,0.29017,0.0029668
157,0,0,1.522771298341949e-10,0.79879,0.041078,0.054462,0.019306,0.029501,0.0039488,0.70329,0.0075967,0.044678,0.44443
158,3,3,1.4767860641698186e-10,0.77995,0.027221,0.13748,0.79877,0.0035124,0.02392,0.11923,0.028225,0.20581,0.0098315
159,4,4,1.4919123936873073e-10,0.016445,0.28043,0.031463,0.55207,0.79879,0.0017173,0.022133,0.030256,0.001635,0.31072
160,4,4,1.5959632496810465e-10,0.0039666,0.034869,0.50075,0.012688,0.7987,0.0012304,0.33409,0.0013783,0.13838,0.1792
161,6,6,1.4027730834568054e-10,0.25412,0.0057945,0.044932,0.0042816,0.34713,0.107,0.79772,0.0010978,0.72961,0.0061471
162,5,5,1.4542086044381733e-10,0.029099,0.0023218,0.010989,0.60552,0.036197,0.79832,0.23101,0.041535,0.74287,0.26519
163,4,4,1.5740299360575634e-10,0.009777,0.010173,0.27204,0.025866,0.79862,0.0026121,0.06966,0.10098,0.0341,0.038388
164,6,6,1.512011885349152e-10,0.066655,0.063072,0.45287,0.0013307,0.18193,0.016008,0.79848,0.0028636,0.19566,0.003043
165,5,5,1.4318748171262624e-10,0.045236,0.0010852,0.0020297,0.45025,0.016307,0.79689,0.041963,0.18348,0.76215,0.070876
166,4,4,1.5647679800018716e-10,0.0023444,0.031292,0.043457,0.0030883,0.79875,0.0021331,0.59759,0.27104,0.022623,0.022618
167,5,5,1.3498470012558634e-10,0.39572,0.0018535,0.0011097,0.65629,0.09089,0.79874,0.22441,0.0093266,0.32888,0.007387
168,1,1,1.6158825253168257e-10,0.036623,0.79863,0.077332,0.054988,0.011514,0.0016573,0.23282,0.001685,0.60409,0.023282
169,4,4,1.5715537935946825e-10,0.015783,0.0093242,0.04172,0.025075,0.79868,0.0014873,0.058722,0.19133,0.11555,0.016621
170,4,4,1.5663552708030406e-10,0.069237,0.023419,0.36593,0.11049,0.79876,0.010662,0.032078,0.014336,0.015563,0.53762
171,7,8,1.533555034231263e-10,0.3266,0.004493,0.6889,0.090036,0.028551,0.0011549,0.0010816,0.77072,0.79415,0.32687
172,2,2,1.37365033883035e-10,0.53473,0.13108,0.79879,0.54003,0.0011566,0.0010667,0.041375,0.021183,0.672,0.0011545
173,3,3,1.3974135097041866e-10,0.52553,0.015572,0.045404,0.79875,0.007674,0.06387,0.0071748,0.023869,0.21968,0.013233
174,2,2,1.4700616430883222e-10,0.73119,0.052293,0.79874,0.22924,0.025598,0.0011468,0.2293,0.034285,0.46861,0.066521
175,7,7,1.5989498718469771e-10,0.44536,0.65381,0.2526,0.44715,0.0020425,0.001101,0.0015311,0.79218,0.68522,0.13128
176,1,1,1.557039707613355e-10,0.32999,0.79836,0.072723,0.071423,0.0068564,0.0020216,0.74699,0.0099805,0.035166,0.076785
177,8,8,1.64056542213296e-10,0.50939,0.021538,0.075564,0.28571,0.040862,0.0015209,0.0387,0.0010671,0.7984,0.41776
178,1,1,1.5970252236266415e-10,0.015876,0.79855,0.10798,0.14697,0.0048249,0.0011274,0.68196,0.010215,0.018668,0.012119
179,8,8,1.5227830341235517e-10,0.030888,0.044542,0.39331,0.029432,0.035346,0.0029249,0.36599,0.0047256,0.79878,0.3517
180,1,1,1.6628718578299668e-10,0.027049,0.79856,0.026729,0.16349,0.12106,0.0030751,0.32374,0.0010794,0.25876,0.29479
181,8,8,1.5118029957154348e-10,0.047106,0.024452,0.75605,0.047737,0.0081357,0.0019399,0.17761,0.013167,0.79874,0.10395
182,5,5,1.4639369989493484e-10,0.025278,0.001491,0.0084464,0.27612,0.016148,0.79851,0.081064,0.003968,0.73685,0.028886
183,0,0,1.4996859134722043e-10,0.79879,0.049471,0.036255,0.005024,0.0043699,0.0038316,0.5182,0.0054871,0.044678,0.03623
184,8,3,1.4848340845091667e-10,0.52222,0.0010708,0.65052,0.79325,0.0025748,0.0010666,0.0017508,0.24572,0.74862,0.015574
185,9,9,1.4934057743385071e-10,0.070991,0.011707,0.0014556,0.06623,0.62573,0.0040562,0.25667,0.0073655,0.028407,0.78399
186,2,2,1.4873719010226523e-10,0.46213,0.04512,0.79879,0.18781,0.021498,0.0012779,0.17155,0.031718,0.5169,0.038103
187,5,5,1.4635800705031284e-10,0.032739,0.0011094,0.015762,0.23839,0.011473,0.79817,0.1143,0.036608,0.78433,0.094572
188,0,0,1.532122748861666e-10,0.79731,0.026632,0.066158,0.026283,0.021338,0.032328,0.4776,0.003695,0.38575,0.011932
189,1,1,1.6716933699364557e-10,0.0010975,0.79859,0.026357,0.72749,0.38326,0.0018238,0.0046867,0.054205,0.2033,0.036412
190,1,1,1.631098848266073e-10,0.06895,0.79856,0.0098298,0.20538,0.026298,0.0011426,0.038561,0.0019288,0.63739,0.2279
191,1,1,1.562451823875167e-10,0.0010746,0.79879,0.70898,0.59595,0.13547,0.0029719,0.0037696,0.23309,0.019542,0.1043
192,0,0,1.4934820536338763e-10,0.79876,0.030931,0.068613,0.024322,0.010941,0.0064041,0.38341,0.030323,0.17803,0.024569
193,9,9,1.5766400400226677e-10,0.18024,0.0029904,0.030202,0.031097,0.3891,0.0039525,0.0010678,0.25051,0.23133,0.7987
194,0,0,1.6082732236058004e-10,0.79875,0.088727,0.12871,0.038066,0.021074,0.0066028,0.34163,0.026052,0.14951,0.36824
195,3,3,1.5321080595135803e-10,0.029576,0.0076035,0.17329,0.7987,0.029624,0.0011387,0.036972,0.029249,0.55235,0.18556
196,1,1,1.6354488097083602e-10,0.024687,0.79844,0.107,0.030412,0.015815,0.0012741,0.61102,0.0042333,0.077382,0.1219
197,6,6,1.47813521399171e-10,0.14974,0.044978,0.35385,0.0011702,0.17303,0.1327,0.79875,0.006665,0.69287,0.014507
198,4,4,1.5519682600011811e-10,0.0022872,0.0052729,0.049508,0.027998,0.79871,0.001589,0.06756,0.084677,0.042463,0.015289
