image_num,golden_label,predicted_label,energy,output0,output1,output2,output3,output4,output5,output6,output7,output8,output9
46,1,1,1.5986876395910357e-10,0.010502,0.79829,0.0088259,0.76028,0.016314,0.010148,0.0037773,0.036838,0.35663,0.12267
47,2,2,1.4246581940211963e-10,0.56036,0.29518,0.7987,0.070095,0.023333,0.0011914,0.26086,0.038627,0.39213,0.050311
48,4,4,1.550374533664042e-10,0.0038935,0.02079,0.058413,0.0053671,0.79879,0.011537,0.20563,0.086208,0.28124,0.046795
49,4,4,1.446234063030212e-10,0.015883,0.0034753,0.14519,0.0093139,0.79851,0.014994,0.11267,0.054702,0.026397,0.032859
50,6,6,1.5558854608292153e-10,0.040554,0.039532,0.076305,0.002698,0.033491,0.081764,0.79879,0.020336,0.76608,0.0040828
51,3,3,1.421666558827543e-10,0.63025,0.0076898,0.10115,0.79871,0.011952,0.15573,0.013814,0.041269,0.76711,0.049467
52,5,5,1.3624440589860256e-10,0.053036,0.0010956,0.0017209,0.2969,0.21741,0.7987,0.74823,0.010843,0.71281,0.017606
53,5,5,1.292224529684213e-10,0.15744,0.0011128,0.013014,0.3265,0.0019312,0.79876,0.043041,0.15189,0.76732,0.019224
54,6,6,1.4172179074198188e-10,0.13473,0.21499,0.38415,0.001066,0.21043,0.082915,0.79872,0.0012397,0.48494,0.010673
55,0,0,1.5652168852749185e-10,0.79866,0.058115,0.048072,0.024115,0.025615,0.026755,0.71955,0.025627,0.333,0.023789
56,4,4,1.5478342188393824e-10,0.0032084,0.014777,0.33169,0.0069725,0.79864,0.0025253,0.061463,0.046327,0.023356,0.16301
57,1,1,1.6078845226305732e-10,0.0099631,0.79852,0.027985,0.044314,0.037872,0.0020447,0.46544,0.013981,0.47623,0.045994
58,9,9,1.5204416200843348e-10,0.37955,0.0019864,0.046407,0.025506,0.26149,0.050547,0.021376,0.087217,0.26544,0.79879
59,5,5,1.4533030146670915e-10,0.1341,0.0019431,0.0011627,0.46904,0.26922,0.79821,0.13393,0.0038937,0.31082,0.041326
60,7,7,1.5807058820462182e-10,0.29596,0.035847,0.0011346,0.73631,0.001792,0.027363,0.001069,0.79876,0.071946,0.50884
61,8,8,1.3515237836068343e-10,0.02882,0.0090083,0.73513,0.17183,0.0079031,0.015371,0.0060827,0.024485,0.79867,0.015703
62,9,9,1.5259702355414072e-10,0.08342,0.028248,0.013663,0.044651,0.024405,0.082256,0.026062,0.049245,0.49735,0.79815
63,3,3,1.4439213005943816e-10,0.074558,0.0045728,0.37765,0.79845,0.0063392,0.002689,0.0013462,0.027393,0.76967,0.08555
64,7,7,1.3617725063652692e-10,0.014239,0.0028776,0.063835,0.6242,0.0040161,0.020137,0.0011132,0.79816,0.76765,0.42786
65,4,4,1.5970352422600774e-10,0.054896,0.090732,0.030098,0.033999,0.79879,0.0011671,0.027197,0.018433,0.021725,0.65395
66,6,6,1.5706582845576034e-10,0.63715,0.33386,0.17306,0.0085239,0.013778,0.0041617,0.79782,0.001072,0.49119,0.050964
67,4,4,1.4902228093115147e-10,0.0043892,0.018768,0.17432,0.023223,0.79862,0.0067528,0.32187,0.21393,0.022392,0.042497
68,3,3,1.497133327225731e-10,0.036674,0.0030538,0.22778,0.79879,0.017572,0.012908,0.0064685,0.045777,0.46745,0.3259
69,0,0,1.4442146164758072e-10,0.79868,0.03775,0.05439,0.031524,0.001073,0.011757,0.4478,0.012304,0.18746,0.035447
70,7,7,1.5430418680569175e-10,0.7018,0.0016989,0.1094,0.25706,0.0040471,0.0012185,0.0010947,0.79879,0.71672,0.20813
71,0,0,1.5105917516099844e-10,0.7987,0.043569,0.024432,0.0064452,0.014551,0.020109,0.48441,0.0045959,0.14526,0.026111
72,2,2,1.4307466768256226e-10,0.71401,0.028331,0.79873,0.022104,0.0028313,0.0011606,0.082723,0.031375,0.21695,0.0072525
73,9,9,1.458282866465157e-10,0.14469,0.0039234,0.016671,0.021429,0.22042,0.0022756,0.0023354,0.0081507,0.61971,0.79857
74,1,1,1.6173768739694613e-10,0.087297,0.79851,0.02392,0.24576,0.036467,0.0082823,0.54802,0.0024466,0.11616,0.13104
75,7,7,1.5281974255234788e-10,0.065066,0.0028905,0.40481,0.51017,0.020762,0.0010692,0.001165,0.79659,0.41358,0.21824
76,3,3,1.4316994399371252e-10,0.33642,0.035839,0.062004,0.79859,0.030934,0.026341,0.026006,0.02266,0.65515,0.08353
77,2,2,1.3979093835418501e-10,0.69565,0.18222,0.79866,0.078861,0.0076865,0.0011422,0.044236,0.25292,0.33181,0.028442
78,9,9,1.4866107591873168e-10,0.046152,0.014729,0.030043,0.051582,0.35259,0.0013629,0.0032237,0.006349,0.61379,0.79421
79,7,7,1.376809203013576e-10,0.45665,0.011114,0.031892,0.63673,0.0027457,0.013004,0.001272,0.79862,0.5242,0.47589
80,7,7,1.60797774258307e-10,0.38617,0.0088645,0.075113,0.016527,0.038156,0.015231,0.0013313,0.79878,0.26114,0.77405
81,6,6,1.5545414268531018e-10,0.11566,0.028805,0.21588,0.0014842,0.39569,0.23835,0.79875,0.0040752,0.47511,0.0046201
82,2,2,1.5002804342895822e-10,0.61341,0.061991,0.79868,0.062129,0.043406,0.0011596,0.3397,0.076041,0.37433,0.053329
83,7,7,1.5528693499516423e-10,0.069524,0.02609,0.0092159,0.054083,0.031136,0.013132,0.0010697,0.79867,0.058981,0.34107
84,8,8,1.49041509659112e-10,0.027516,0.032495,0.13259,0.070642,0.038179,0.011884,0.19959,0.0079192,0.79875,0.036206
85,4,4,1.5454248815415245e-10,0.0018257,0.024983,0.020312,0.0060972,0.79859,0.0027212,0.19569,0.47721,0.1443,0.015775
86,7,7,1.5350760189782677e-10,0.29169,0.065594,0.15507,0.44708,0.0013988,0.00173,0.0011544,0.79874,0.71043,0.43123
87,3,3,1.4297607253913165e-10,0.73879,0.065222,0.046227,0.79872,0.061281,0.020853,0.028723,0.22184,0.25414,0.011016
88,6,6,1.510243780719707e-10,0.22526,0.15214,0.27576,0.024614,0.25228,0.22307,0.79864,0.0041234,0.21265,0.029693
89,1,1,1.599455752907978e-10,0.029043,0.79876,0.32957,0.036311,0.41016,0.001081,0.61566,0.0044713,0.2277,0.0028811
90,3,3,1.5396269864422842e-10,0.089885,0.036731,0.022496,0.7987,0.01001,0.0022854,0.018825,0.011569,0.52138,0.062938
91,6,6,1.470796464904756e-10,0.27057,0.054664,0.15568,0.011588,0.32398,0.20361,0.79878,0.0012492,0.47236,0.016158
92,9,9,1.5035923385928065e-10,0.30187,0.0020039,0.018477,0.052583,0.74965,0.0011787,0.0010753,0.0012585,0.36564,0.76917
93,3,3,1.5353272041259247e-10,0.15514,0.014972,0.17222,0.79879,0.2303,0.031747,0.02563,0.0035818,0.49988,0.2771
94,1,1,1.62097099098458e-10,0.026839,0.79876,0.28753,0.0081188,0.073653,0.0010959,0.76454,0.0010704,0.032938,0.075688
95,4,4,1.3860803511173668e-10,0.0028396,0.017119,0.014436,0.015046,0.79866,0.0049376,0.19708,0.036503,0.083312,0.013354
96,1,1,1.5879531991174417e-10,0.0044627,0.79837,0.020478,0.37646,0.087338,0.0027924,0.015436,0.0010761,0.089667,0.21488
97,7,7,1.4992315732386235e-10,0.047232,0.011362,0.25354,0.16812,0.0027808,0.0010815,0.0011689,0.79866,0.79294,0.01624
98,6,6,1.5221924167284475e-10,0.040481,0.027146,0.25077,0.0013724,0.31626,0.082919,0.79878,0.0024372,0.64409,0.0014493
99,9,9,1.5400806769764144e-10,0.063498,0.020608,0.03576,0.13127,0.17601,0.22765,0.043698,0.033796,0.39787,0.79878
100,6,6,1.509411326336004e-10,0.043727,0.12699,0.28225,0.0015947,0.17537,0.40114,0.79865,0.012849,0.38503,0.026581
101,0,0,1.497403666638847e-10,0.79879,0.12877,0.015079,0.035501,0.016062,0.044452,0.55119,0.010658,0.037053,0.035402
102,5,5,1.4222878943459105e-10,0.25968,0.0010719,0.013024,0.48725,0.0028699,0.79741,0.014573,0.11774,0.78433,0.098514
103,4,4,1.5534848088338747e-10,0.017597,0.011988,0.4402,0.01043,0.79859,0.0034459,0.053053,0.038169,0.016206,0.054322
104,9,9,1.4977972008968193e-10,0.12964,0.001085,0.0021175,0.13524,0.033584,0.67741,0.0019274,0.07731,0.72922,0.78109
105,9,9,1.428739739565333e-10,0.11017,0.019249,0.025366,0.042958,0.04455,0.060006,0.023256,0.05114,0.45733,0.79559
106,2,2,1.494659427669012e-10,0.51214,0.0041887,0.79879,0.2044,0.019295,0.001134,0.021738,0.03479,0.47185,0.0061093
107,1,1,1.5183625825940628e-10,0.53638,0.79857,0.20868,0.29453,0.061451,0.0015996,0.72686,0.0010736,0.069667,0.10428
108,9,9,1.586462334349159e-10,0.40354,0.03761,0.008246,0.040021,0.041505,0.0095337,0.0071701,0.022055,0.26586,0.79877
109,4,4,1.502374521264315e-10,0.027141,0.0075569,0.095342,0.0064856,0.79857,0.025806,0.52583,0.081221,0.040626,0.0026847
110,8,8,1.550899625997119e-10,0.13965,0.028348,0.068618,0.28397,0.0066487,0.31602,0.026142,0.0077499,0.79876,0.26184
111,7,7,1.6288198747575588e-10,0.12517,0.28358,0.24229,0.15523,0.0020855,0.0010827,0.0010659,0.79855,0.46937,0.52584
112,3,3,1.5057895521236152e-10,0.22484,0.034702,0.030687,0.79864,0.0083086,0.016912,0.025128,0.022774,0.44696,0.096225
113,9,9,1.502720622511318e-10,0.28492,0.052057,0.022844,0.71585,0.028593,0.053432,0.014124,0.05294,0.071755,0.79861
114,7,7,1.4324200269346438e-10,0.2897,0.0030825,0.33336,0.30622,0.011263,0.0011041,0.001111,0.79208,0.17564,0.60985
115,4,4,1.5603056676134544e-10,0.039607,0.039723,0.01898,0.0025652,0.77961,0.007515,0.13355,0.016169,0.056047,0.75326
116,4,4,1.4764200101948885e-10,0.012396,0.039751,0.3205,0.0044114,0.79878,0.0011378,0.026731,0.057957,0.024439,0.66304
117,4,4,1.355347259066811e-10,0.0025183,0.0066926,0.30387,0.006085,0.79856,0.003907,0.1417,0.019705,0.038776,0.054472
118,9,9,1.514174669816771e-10,0.41207,0.0042636,0.053427,0.031133,0.48496,0.0087984,0.0029459,0.057054,0.037101,0.79868
119,2,2,1.4620943757698912e-10,0.096489,0.036361,0.79877,0.061683,0.0073352,0.0012287,0.022951,0.76302,0.64153,0.0061137
120,5,5,1.4922676355562788e-10,0.052347,0.0010712,0.017492,0.37204,0.030712,0.79792,0.017374,0.033846,0.77846,0.18358
121,4,4,1.5089000421910718e-10,0.004708,0.018725,0.0096034,0.0023438,0.79036,0.024725,0.12124,0.046573,0.42919,0.15406
122,7,7,1.613547701182857e-10,0.081877,0.011193,0.045996,0.11459,0.0015924,0.015882,0.0010717,0.79843,0.20017,0.64576
123,6,6,1.5234060171122793e-10,0.040305,0.29014,0.42217,0.0034266,0.12759,0.049799,0.79866,0.0041658,0.40588,0.010598
124,7,7,1.4808724259599216e-10,0.02811,0.046873,0.018768,0.0078969,0.46622,0.002754,0.001066,0.79383,0.54855,0.5854
125,9,4,1.503946664927394e-10,0.25222,0.026803,0.041067,0.0069246,0.79879,0.00593,0.29645,0.018124,0.020445,0.77471
126,0,0,1.516216201486995e-10,0.79878,0.028926,0.21063,0.0049786,0.037655,0.025407,0.22942,0.0029611,0.33089,0.03519
127,5,5,1.467103242706687e-10,0.020937,0.0011236,0.0021684,0.13887,0.027998,0.79877,0.27953,0.012314,0.76326,0.013808
128,8,8,1.430128557402966e-10,0.031203,0.0053287,0.027691,0.21212,0.0031617,0.047896,0.018535,0.0032545,0.79873,0.28072
129,5,5,1.4068609374735577e-10,0.065305,0.0013249,0.0011744,0.45718,0.026008,0.79868,0.18087,0.013337,0.73542,0.164
130,6,6,1.5125268085619536e-10,0.22418,0.028105,0.040265,0.0122,0.38032,0.47076,0.79869,0.0011849,0.70151,0.020526
131,6,6,1.393613063084123e-10,0.10168,0.035647,0.036943,0.012498,0.37664,0.14158,0.79878,0.0017669,0.74517,0.009818
132,5,5,1.420114879794137e-10,0.023885,0.0010689,0.0017808,0.26556,0.19368,0.79778,0.18123,0.033836,0.79096,0.070893
133,7,7,1.4645074504851025e-10,0.077935,0.0035577,0.035528,0.52774,0.0016652,0.025165,0.0011508,0.79871,0.45057,0.28612
134,8,8,1.525959227502284e-10,0.02919,0.044938,0.082832,0.23077,0.0026176,0.032252,0.04039,0.01685,0.79868,0.10935
135,1,1,1.6398250625636392e-10,0.0021367,0.79858,0.049627,0.032586,0.041528,0.0012679,0.43639,0.0081246,0.22754,0.044892
136,0,0,1.6141674687363763e-10,0.79866,0.096045,0.26345,0.0066953,0.01284,0.0046767,0.60497,0.022421,0.23191,0.34969
137,1,1,1.5875309184934482e-10,0.033398,0.79857,0.23614,0.049232,0.1413,0.0010671,0.37025,0.0091844,0.035416,0.042567
138,6,6,1.4858017841025243e-10,0.28357,0.095213,0.32967,0.0018519,0.49594,0.26001,0.79869,0.0026311,0.11461,0.016468
139,4,4,1.5178171594498523e-10,0.011775,0.0099454,0.034679,0.011535,0.7933,0.0065942,0.043907,0.0013938,0.19119,0.036563
140,6,6,1.5594647707710424e-10,0.10884,0.0086694,0.091047,0.0018433,0.36452,0.082876,0.79879,0.0039083,0.71958,0.0065735
141,7,7,1.6388448519697528e-10,0.36808,0.097496,0.049537,0.04851,0.0015839,0.0038608,0.0010742,0.79873,0.20531,0.48607
142,3,3,1.4408276175465618e-10,0.047585,0.013746,0.39468,0.79853,0.022721,0.0010669,0.0016709,0.0011432,0.70783,0.034248
143,1,1,1.6262649855169542e-10,0.019136,0.79852,0.040142,0.031778,0.061308,0.0020128,0.49471,0.02178,0.10683,0.039455
144,7,7,1.4534863038322944e-10,0.45351,0.0010664,0.3035,0.052057,0.17923,0.001178,0.0010994,0.78134,0.53778,0.088947
145,1,1,1.6466767084666392e-10,0.0019087,0.79873,0.0051096,0.59275,0.20351,0.025876,0.005293,0.021956,0.013195,0.6584
146,8,8,1.5018521878662143e-10,0.030842,0.03785,0.15929,0.18174,0.0029385,0.016403,0.014196,0.011039,0.79879,0.57333
147,2,2,1.475549721715644e-10,0.46504,0.018682,0.79879,0.042443,0.017147,0.0011025,0.03034,0.023096,0.52128,0.0080323
148,0,0,1.5715660940490326e-10,0.79879,0.19197,0.13341,0.043665,0.031895,0.0067713,0.64496,0.0084755,0.1697,0.04421
149,2,2,1.4516642128240667e-10,0.46462,0.001523,0.79778,0.16554,0.40067,0.0011156,0.023008,0.0022984,0.44092,0.26658
150,9,9,1.6222877065234306e-10,0.095698,0.034981,0.023825,0.28419,0.2585,0.044412,0.11251,0.022775,0.3193,0.79877
151,9,0,1.4790883106257336e-10,0.76697,0.0010926,0.21933,0.025225,0.42529,0.0031642,0.0010665,0.0027219,0.29415,0.76231
152,5,5,1.4246407617381654e-10,0.052299,0.013741,0.012741,0.4009,0.051609,0.79876,0.38755,0.0041255,0.39109,0.05177
153,5,5,1.3968099381356413e-10,0.031059,0.0010724,0.0034314,0.29661,0.012477,0.79495,0.066593,0.011319,0.77169,0.085481
154,1,1,1.7036399082011823e-10,0.042687,0.79872,0.035159,0.10132,0.0021915,0.001079,0.18628,0.0028223,0.14534,0.08582
155,5,5,1.4842315121556912e-10,0.032319,0.0011327,0.0012556,0.21024,0.24034,0.79877,0.32825,0.032041,0.77635,0.022769
156,6,6,1.4527724413899302e-10,0.032757,0.034949,0.50986,0.0011032,0.40697,0.11538,0.79879,0.0010856,0.28969,0.0029673
157,0,0,1.5102893944593e-10,0.79879,0.041074,0.054455,0.019312,0.029491,0.0039477,0.70315,0.0075999,0.044669,0.44487
158,3,3,1.480895360255393e-10,0.77993,0.027219,0.13752,0.79877,0.0035107,0.023911,0.11875,0.028224,0.20618,0.0098345
159,4,4,1.4871914310414629e-10,0.016668,0.28073,0.031027,0.55499,0.79879,0.0016889,0.022288,0.029981,0.0016522,0.31042
160,4,4,1.6091966653686439e-10,0.0039643,0.034879,0.50081,0.01269,0.7987,0.0012303,0.33399,0.0013789,0.13814,0.17909
161,6,6,1.4131988088423663e-10,0.25418,0.005792,0.044931,0.0042864,0.34688,0.10733,0.79772,0.0010977,0.72973,0.0061475
162,5,5,1.4710879752839307e-10,0.02911,0.0023234,0.010997,0.60603,0.0362,0.79832,0.23061,0.04156,0.74287,0.26532
163,4,4,1.5725018235938698e-10,0.0097836,0.010183,0.27211,0.025855,0.79862,0.0026092,0.069538,0.10104,0.034108,0.038339
164,6,6,1.522483967761435e-10,0.066671,0.063208,0.45303,0.00133,0.18137,0.016003,0.79848,0.0028647,0.19551,0.0030414
165,5,5,1.4511988983519345e-10,0.045241,0.0010852,0.0020295,0.45053,0.016316,0.79689,0.041979,0.18358,0.76215,0.070927
166,4,4,1.564293849233958e-10,0.0023443,0.031321,0.043473,0.0030899,0.79874,0.0021349,0.598,0.2712,0.022611,0.02262
167,5,5,1.3337617538991707e-10,0.3963,0.0018535,0.0011096,0.65681,0.090442,0.79874,0.22442,0.0093146,0.32884,0.0073877
168,1,1,1.6220535332490042e-10,0.036639,0.79863,0.07746,0.05493,0.011516,0.0016562,0.23272,0.001684,0.60404,0.023277
169,4,4,1.565408837968919e-10,0.015756,0.0094191,0.041634,0.025351,0.79868,0.0014838,0.05825,0.1893,0.11526,0.016716
170,4,4,1.5807467070142783e-10,0.069189,0.023418,0.36596,0.11037,0.79876,0.01066,0.032077,0.014339,0.015563,0.53775
171,7,8,1.5435055764671694e-10,0.32684,0.0044945,0.68892,0.089998,0.028551,0.0011551,0.0010815,0.77073,0.79415,0.32682
172,2,2,1.3912251163967866e-10,0.53508,0.13107,0.79879,0.54034,0.001157,0.0010667,0.041378,0.021181,0.6718,0.0011544
173,3,3,1.3935811339106798e-10,0.52532,0.015577,0.045376,0.79875,0.0076814,0.063827,0.0071795,0.023875,0.21946,0.013239
174,2,2,1.4825311393674132e-10,0.73127,0.052333,0.79874,0.22871,0.025609,0.0011468,0.22956,0.034283,0.46862,0.066488
175,7,7,1.616926221688098e-10,0.44532,0.65436,0.25207,0.44733,0.0020421,0.0011009,0.0015306,0.79218,0.6852,0.13124
176,1,1,1.5495859487292975e-10,0.32989,0.79836,0.07266,0.071299,0.0068538,0.0020223,0.74704,0.0099871,0.035148,0.076823
177,8,8,1.638709213773133e-10,0.50963,0.021515,0.075497,0.28582,0.040888,0.0015217,0.03869,0.0010671,0.7984,0.41817
178,1,1,1.6146025124966265e-10,0.015876,0.79855,0.10805,0.14708,0.0048267,0.0011276,0.68244,0.010215,0.018653,0.012124
179,8,8,1.5037919689974043e-10,0.030974,0.045034,0.39283,0.029255,0.035336,0.002907,0.36549,0.0047882,0.79878,0.35288
180,1,1,1.6792814022221886e-10,0.02704,0.79856,0.026736,0.16337,0.12098,0.0030759,0.32373,0.0010795,0.2587,0.29478
181,8,8,1.5245604654480327e-10,0.047148,0.024438,0.75609,0.047739,0.008131,0.0019378,0.1777,0.013163,0.79874,0.1038
182,5,5,1.4804608642952646e-10,0.025271,0.0014909,0.0084472,0.27633,0.016146,0.79851,0.080978,0.0039677,0.73683,0.02889
183,0,0,1.4964011622818116e-10,0.79879,0.049472,0.036255,0.0050278,0.0043674,0.0038294,0.51827,0.0054922,0.04469,0.036236
184,8,3,1.489133232151343e-10,0.52201,0.0010708,0.65079,0.79325,0.0025798,0.0010666,0.0017495,0.24577,0.7487,0.015581
185,9,9,1.4978976883924476e-10,0.070976,0.011721,0.0014543,0.066111,0.6262,0.0040657,0.25684,0.0073699,0.028376,0.784
186,2,2,1.4969478868160445e-10,0.46239,0.045118,0.79879,0.18796,0.021505,0.0012778,0.17157,0.031725,0.51719,0.038123
187,5,5,1.4566098206335775e-10,0.032725,0.0011093,0.015755,0.23836,0.011477,0.79817,0.11425,0.036615,0.78433,0.09464
188,0,0,1.5546084063283964e-10,0.79731,0.026627,0.066082,0.026269,0.021357,0.032336,0.47768,0.0036975,0.38528,0.011925
189,1,1,1.6532583132688458e-10,0.0010966,0.79859,0.026086,0.72703,0.38127,0.0018099,0.0046558,0.053435,0.2028,0.036539
190,1,1,1.645819609204429e-10,0.068907,0.79856,0.0098289,0.20521,0.026293,0.0011424,0.038564,0.0019291,0.63745,0.22775
191,1,1,1.5745134300960033e-10,0.0010746,0.79879,0.70932,0.59589,0.13568,0.0029738,0.0037676,0.23333,0.019543,0.10423
192,0,0,1.5161176340702551e-10,0.79876,0.030929,0.068365,0.024316,0.010944,0.0064029,0.38378,0.030322,0.17816,0.02458
193,9,9,1.5759546577808604e-10,0.17963,0.0029911,0.030193,0.031109,0.38938,0.0039506,0.0010679,0.25073,0.2313,0.7987
194,0,0,1.625081008762465e-10,0.79875,0.088903,0.12849,0.038119,0.021095,0.0066141,0.34195,0.026032,0.14947,0.36793
195,3,3,1.539037362275016e-10,0.029563,0.0075979,0.17328,0.7987,0.029611,0.0011387,0.036991,0.029285,0.55247,0.18553
196,1,1,1.6338425057056654e-10,0.024693,0.79844,0.10706,0.030413,0.015816,0.0012743,0.6113,0.004232,0.07714,0.1219
197,6,6,1.475370320880474e-10,0.14979,0.044963,0.35389,0.0011702,0.17309,0.13277,0.79875,0.0066648,0.69313,0.014506
198,4,4,1.574969275340129e-10,0.0022877,0.0052672,0.049454,0.028015,0.79871,0.0015887,0.067347,0.084756,0.042448,0.015297
