image_num,golden_label,predicted_label,energy,output0,output1,output2,output3,output4,output5,output6,output7,output8,output9,latency0,latency1,latency2,latency3,latency4,latency5,latency6,latency7,latency8,latency9
10,4,4,1.2839999999999997e-10,0.17047,0.17364,0.26258,0.18874,0.46733,0.10203,0.17698,0.30508,0.39159,0.27212,1.67524e-10,2.02246e-10,1.40745e-10,2.44194e-10,2.02246e-10,1.67524e-10,2.02246e-10,1.40745e-10,2.02246e-10,2.44194e-10
11,1,1,1.2723e-10,0.28568,0.63466,0.23052,0.28619,0.17399,0.20332,0.33177,0.12013,0.36429,0.21567,2.219699999999998e-10,2.219699999999998e-10,1.1901999999999986e-10,2.219699999999998e-10,2.219699999999998e-10,2.219699999999998e-10,2.219699999999998e-10,2.219699999999998e-10,2.6857000000000004e-10,2.219699999999998e-10
12,7,7,1.2679e-10,0.28818,0.2053,0.31727,0.43649,0.26944,0.094427,0.081079,0.54255,0.22765,0.35901,3.307399999999996e-10,2.4177999999999914e-10,2.4177999999999914e-10,1.6921999999999872e-10,2.4177999999999914e-10,1.6921999999999872e-10,2.4177999999999914e-10,2.4177999999999914e-10,2.4177999999999914e-10,2.4177999999999914e-10
13,9,9,1.2684e-10,0.34893,0.16014,0.19156,0.27284,0.40271,0.23099,0.15463,0.25378,0.28873,0.53454,2.5129999999999974e-10,1.732000000000002e-10,2.5129999999999974e-10,2.5129999999999974e-10,2.5129999999999974e-10,2.5129999999999974e-10,2.5129999999999974e-10,2.5129999999999974e-10,1.732000000000002e-10,2.5129999999999974e-10
14,6,5,1.2606e-10,0.42725,0.12715,0.20516,0.30912,0.1966,0.47323,0.35086,0.15698,0.3231,0.22761,2.3810000000000066e-10,1.7589999999999895e-10,2.3810000000000066e-10,1.7589999999999895e-10,2.3810000000000066e-10,2.3810000000000066e-10,2.3810000000000066e-10,2.3810000000000066e-10,1.7589999999999895e-10,2.3810000000000066e-10
15,4,4,1.2644e-10,0.21413,0.2208,0.21351,0.18089,0.54623,0.12933,0.13663,0.22428,0.37073,0.32154,1.9479999999999854e-10,2.578999999999993e-10,3.0370000000000093e-10,2.578999999999993e-10,1.9479999999999854e-10,1.9479999999999854e-10,1.9479999999999854e-10,2.578999999999993e-10,1.5449999999999983e-10,1.9479999999999854e-10
16,2,2,1.2817e-10,0.29123,0.24371,0.59272,0.41618,0.14345,0.074515,0.23895,0.24591,0.37435,0.14754,2.387e-10,2.387e-10,2.387e-10,1.7170000000000014e-10,2.387e-10,1.7170000000000014e-10,2.387e-10,1.7170000000000014e-10,3.373000000000013e-10,2.387e-10
17,6,6,1.2466e-10,0.26081,0.1988,0.46064,0.084791,0.2815,0.2669,0.49791,0.16831,0.31615,0.22892,1.73599999999997e-10,1.73599999999997e-10,2.448999999999978e-10,1.73599999999997e-10,2.448999999999978e-10,2.448999999999978e-10,1.73599999999997e-10,2.448999999999978e-10,2.448999999999978e-10,2.448999999999978e-10
18,8,8,1.2855e-10,0.24677,0.11614,0.27116,0.28267,0.18326,0.28311,0.20029,0.1254,0.60796,0.30175,1.7039999999999602e-10,2.0659999999999472e-10,2.4990000000000014e-10,2.4990000000000014e-10,2.4990000000000014e-10,1.7039999999999602e-10,2.4990000000000014e-10,2.0659999999999472e-10,2.0659999999999472e-10,2.4990000000000014e-10
19,1,1,1.2722e-10,0.25539,0.58802,0.20942,0.20527,0.33329,0.17135,0.28591,0.23684,0.27233,0.27048,3.212999999999964e-10,2.1219999999999974e-10,2.1219999999999974e-10,2.1219999999999974e-10,2.1219999999999974e-10,2.1219999999999974e-10,2.1219999999999974e-10,2.1219999999999974e-10,2.603999999999988e-10,2.1219999999999974e-10
20,3,3,1.2587e-10,0.27615,0.25822,0.37466,0.6918,0.14137,0.13257,0.13192,0.20614,0.37065,0.23647,1.98217e-10,2.42879e-10,1.62459e-10,1.98217e-10,1.62459e-10,1.98217e-10,1.98217e-10,1.98217e-10,1.98217e-10,1.98217e-10
21,7,7,1.2573e-10,0.40517,0.21238,0.31374,0.17257,0.10619,0.15969,0.11045,0.57307,0.4217,0.29643,2.396899999999996e-10,2.0080999999999943e-10,2.396899999999996e-10,2.396899999999996e-10,1.4404999999999972e-10,2.396899999999996e-10,1.7049999999999977e-10,2.396899999999996e-10,2.0080999999999943e-10,2.396899999999996e-10
22,5,5,1.2862e-10,0.24891,0.099312,0.15073,0.38098,0.25543,0.51268,0.15686,0.18264,0.41875,0.34349,2.466699999999995e-10,1.7661000000000028e-10,2.0912999999999884e-10,2.0912999999999884e-10,2.466699999999995e-10,2.466699999999995e-10,2.9482999999999907e-10,2.466699999999995e-10,2.9482999999999907e-10,1.4471999999999906e-10
23,4,4,1.2386e-10,0.24467,0.18896,0.25986,0.12802,0.60462,0.15601,0.35981,0.20193,0.24126,0.28381,2.7059999999999946e-10,2.7059999999999946e-10,2.7059999999999946e-10,2.7059999999999946e-10,1.888999999999988e-10,2.7059999999999946e-10,2.7059999999999946e-10,1.888999999999988e-10,2.7059999999999946e-10,2.7059999999999946e-10
24,4,4,1.2636e-10,0.17252,0.25034,0.24272,0.18283,0.61312,0.1134,0.2288,0.23508,0.3056,0.2338,2.2690000000000053e-10,2.2690000000000053e-10,2.2690000000000053e-10,2.2690000000000053e-10,1.329999999999986e-10,2.2690000000000053e-10,2.2690000000000053e-10,2.2690000000000053e-10,2.2690000000000053e-10,2.2690000000000053e-10
25,1,1,1.2723e-10,0.20667,0.65646,0.25719,0.23501,0.30504,0.21009,0.34554,0.17836,0.27349,0.20573,2.7470000000000113e-10,2.242999999999989e-10,2.7470000000000113e-10,2.242999999999989e-10,2.7470000000000113e-10,2.7470000000000113e-10,2.7470000000000113e-10,2.242999999999989e-10,2.7470000000000113e-10,1.8640000000000093e-10
26,8,8,1.2767e-10,0.26726,0.1379,0.16156,0.22787,0.21475,0.42049,0.24952,0.2304,0.51664,0.29959,1.92600000000002e-10,1.92600000000002e-10,1.92600000000002e-10,1.3710000000000194e-10,1.92600000000002e-10,1.92600000000002e-10,1.92600000000002e-10,1.92600000000002e-10,1.92600000000002e-10,1.92600000000002e-10
27,1,1,1.2661e-10,0.25081,0.61691,0.29824,0.22408,0.26079,0.10811,0.26488,0.1991,0.31752,0.24096,2.1889999999999808e-10,2.1889999999999808e-10,2.1889999999999808e-10,3.2379999999999923e-10,2.1889999999999808e-10,2.1889999999999808e-10,2.665999999999999e-10,2.1889999999999808e-10,2.665999999999999e-10,2.1889999999999808e-10
28,3,3,1.2769e-10,0.28317,0.17023,0.32942,0.51725,0.23313,0.2503,0.20075,0.21834,0.40893,0.17628,2.1479999999999475e-10,2.1479999999999475e-10,1.8029999999999533e-10,2.1479999999999475e-10,1.8029999999999533e-10,2.1479999999999475e-10,2.1479999999999475e-10,1.8029999999999533e-10,1.8029999999999533e-10,1.8029999999999533e-10
29,8,8,1.2783e-10,0.26442,0.30353,0.24471,0.30174,0.12443,0.1957,0.18191,0.22041,0.59863,0.26034,1.8460000000000286e-10,2.2499999999999705e-10,2.2499999999999705e-10,2.2499999999999705e-10,2.2499999999999705e-10,2.2499999999999705e-10,2.2499999999999705e-10,2.779999999999976e-10,2.2499999999999705e-10,2.2499999999999705e-10
30,1,1,1.2672e-10,0.22751,0.65573,0.22132,0.25657,0.23602,0.20303,0.26869,0.14234,0.35631,0.23373,1.87557e-10,1.87557e-10,1.87557e-10,1.87557e-10,1.87557e-10,1.87557e-10,1.87557e-10,1.87557e-10,1.87557e-10,1.87557e-10
31,2,2,1.2368e-10,0.29142,0.22192,0.6123,0.3267,0.25113,0.054285,0.18489,0.29784,0.33348,0.24954,2.574900000000001e-10,2.574900000000001e-10,2.574900000000001e-10,2.1703000000000002e-10,1.5957999999999957e-10,1.8504000000000001e-10,1.8504000000000001e-10,2.574900000000001e-10,2.574900000000001e-10,1.8504000000000001e-10
32,5,5,1.2904e-10,0.30807,0.12931,0.20829,0.25726,0.19882,0.55765,0.37841,0.12499,0.43458,0.23864,1.5749000000000004e-10,1.8661000000000004e-10,1.8661000000000004e-10,1.8661000000000004e-10,1.5749000000000004e-10,1.8661000000000004e-10,1.8661000000000004e-10,1.8661000000000004e-10,1.5749000000000004e-10,3.6111999999999927e-10
33,8,8,1.245e-10,0.3059,0.37668,0.33851,0.28551,0.26294,0.11389,0.25045,0.092142,0.48743,0.24696,2.2909999999999872e-10,1.9169999999999966e-10,1.9169999999999966e-10,1.9169999999999966e-10,3.210999999999988e-10,1.9169999999999966e-10,1.9169999999999966e-10,1.209999999999999e-10,1.209999999999999e-10,1.6399999999999902e-10
34,0,0,1.268e-10,0.6075,0.24524,0.28315,0.22049,0.18531,0.13558,0.2876,0.20708,0.32943,0.30759,2.0040000000000026e-10,2.0040000000000026e-10,2.0040000000000026e-10,2.9479999999999944e-10,2.0040000000000026e-10,2.9479999999999944e-10,2.0040000000000026e-10,2.9479999999999944e-10,2.0040000000000026e-10,2.0040000000000026e-10
35,6,6,1.2394e-10,0.28009,0.17209,0.3298,0.10624,0.36017,0.25153,0.56764,0.14675,0.28472,0.27443,1.911999999999991e-10,1.911999999999991e-10,1.911999999999991e-10,1.911999999999991e-10,1.911999999999991e-10,1.911999999999991e-10,1.911999999999991e-10,1.911999999999991e-10,1.911999999999991e-10,1.911999999999991e-10
36,2,2,1.2403e-10,0.31801,0.34811,0.6107,0.26912,0.14992,0.040259,0.24444,0.28183,0.38981,0.2241,1.4580000000000254e-10,2.218000000000027e-10,1.4580000000000254e-10,2.218000000000027e-10,1.4580000000000254e-10,1.4580000000000254e-10,2.218000000000027e-10,2.218000000000027e-10,1.4580000000000254e-10,2.218000000000027e-10
37,1,1,1.2588e-10,0.27796,0.64221,0.28105,0.26757,0.2062,0.18081,0.25855,0.18862,0.30929,0.24515,2.052999999999972e-10,2.052999999999972e-10,2.052999999999972e-10,3.129999999999976e-10,2.5849999999999864e-10,2.5849999999999864e-10,2.052999999999972e-10,2.052999999999972e-10,2.5849999999999864e-10,2.052999999999972e-10
38,1,1,1.2696e-10,0.26582,0.64988,0.20332,0.2792,0.16487,0.29844,0.3146,0.13559,0.33849,0.21717,1.851999999999956e-10,1.4369999999999486e-10,1.851999999999956e-10,1.4369999999999486e-10,1.851999999999956e-10,2.406000000000002e-10,1.851999999999956e-10,1.851999999999956e-10,1.851999999999956e-10,1.851999999999956e-10
39,7,1,1.2891e-10,0.17197,0.4621,0.38555,0.36037,0.30889,0.11568,0.26767,0.29359,0.16172,0.29321,1.9180000000000176e-10,2.826000000000015e-10,1.9180000000000176e-10,1.9180000000000176e-10,2.826000000000015e-10,1.9180000000000176e-10,2.826000000000015e-10,2.826000000000015e-10,2.826000000000015e-10,2.826000000000015e-10
40,1,1,1.2786e-10,0.24951,0.64244,0.20938,0.29562,0.20215,0.26668,0.28672,0.20778,0.26877,0.21016,2.05708e-10,2.05708e-10,2.05708e-10,2.05708e-10,2.05708e-10,2.56836e-10,2.56836e-10,2.05708e-10,2.56836e-10,2.05708e-10
41,5,5,1.269e-10,0.27083,0.082211,0.11894,0.32451,0.2678,0.59715,0.29154,0.072962,0.42937,0.27345,1.8853999999999985e-10,2.4389999999999995e-10,1.8853999999999985e-10,1.8853999999999985e-10,2.4389999999999995e-10,1.8853999999999985e-10,1.8853999999999985e-10,1.8853999999999985e-10,1.8853999999999985e-10,1.8853999999999985e-10
42,3,3,1.291e-10,0.24283,0.1713,0.20744,0.59712,0.26292,0.28156,0.15629,0.22846,0.3494,0.25283,2.6513999999999936e-10,2.6513999999999936e-10,2.6513999999999936e-10,2.1792e-10,2.1792e-10,2.6513999999999936e-10,2.6513999999999936e-10,2.6513999999999936e-10,2.6513999999999936e-10,2.6513999999999936e-10
43,4,4,1.3011e-10,0.19857,0.16164,0.22836,0.22509,0.52311,0.21726,0.16763,0.29764,0.3142,0.31297,2.0619999999999956e-10,1.3649999999999927e-10,2.6209999999999975e-10,2.0619999999999956e-10,2.0619999999999956e-10,2.0619999999999956e-10,3.245999999999995e-10,2.0619999999999956e-10,2.0619999999999956e-10,2.0619999999999956e-10
44,6,8,1.2467e-10,0.33651,0.30906,0.35659,0.16005,0.25399,0.14368,0.41463,0.12866,0.42349,0.27016,2.3779999999999767e-10,2.3779999999999767e-10,2.3779999999999767e-10,2.3779999999999767e-10,2.3779999999999767e-10,2.3779999999999767e-10,2.3779999999999767e-10,2.3779999999999767e-10,2.3779999999999767e-10,2.3779999999999767e-10
45,9,9,1.2766e-10,0.2493,0.30068,0.23172,0.25492,0.37397,0.16781,0.16369,0.1462,0.31536,0.49345,1.8070000000000042e-10,2.2259999999999962e-10,2.2259999999999962e-10,2.2259999999999962e-10,1.8070000000000042e-10,2.707999999999987e-10,2.2259999999999962e-10,2.707999999999987e-10,2.707999999999987e-10,1.8070000000000042e-10
46,5,5,1.3007e-10,0.21344,0.12755,0.10348,0.39925,0.24818,0.62237,0.24563,0.12055,0.38698,0.29147,2.343000000000003e-10,1.986000000000022e-10,1.986000000000022e-10,1.986000000000022e-10,1.986000000000022e-10,2.343000000000003e-10,2.807000000000013e-10,1.2870000000000101e-10,1.986000000000022e-10,2.807000000000013e-10
47,0,0,1.2568e-10,0.57461,0.21978,0.31039,0.20641,0.17765,0.2263,0.3939,0.16031,0.25854,0.30342,2.5109999999999885e-10,2.5109999999999885e-10,2.5109999999999885e-10,2.5109999999999885e-10,2.5109999999999885e-10,2.5109999999999885e-10,2.5109999999999885e-10,3.0749999999999796e-10,2.5109999999999885e-10,1.1639999999999765e-10
48,9,9,1.2682e-10,0.35359,0.13706,0.20893,0.29072,0.262,0.35717,0.19946,0.25348,0.27607,0.52299,2.4829999999999965e-10,2.0239999999999922e-10,2.4829999999999965e-10,2.0239999999999922e-10,2.4829999999999965e-10,2.4829999999999965e-10,2.4829999999999965e-10,2.4829999999999965e-10,2.4829999999999965e-10,2.0239999999999922e-10
49,2,2,1.2728e-10,0.41536,0.19199,0.64258,0.31453,0.21495,0.072971,0.259,0.32794,0.33191,0.18235,1.5130000000000216e-10,2.592000000000001e-10,2.1669999999999823e-10,1.5130000000000216e-10,2.1669999999999823e-10,1.8179999999999704e-10,2.592000000000001e-10,2.592000000000001e-10,2.1669999999999823e-10,2.1669999999999823e-10
50,2,2,1.2758e-10,0.42987,0.10853,0.524,0.37876,0.1631,0.18388,0.17379,0.26433,0.3895,0.23815,2.27546e-10,2.27546e-10,2.27546e-10,2.27546e-10,2.27546e-10,2.27546e-10,2.27546e-10,2.27546e-10,2.27546e-10,2.27546e-10
51,4,4,1.2848e-10,0.20839,0.17034,0.18272,0.19199,0.57755,0.18209,0.23117,0.24491,0.31825,0.35475,2.0284999999999956e-10,2.8358999999999943e-10,2.0284999999999956e-10,2.8358999999999943e-10,2.0284999999999956e-10,2.8358999999999943e-10,2.8358999999999943e-10,1.5162999999999982e-10,2.8358999999999943e-10,2.0284999999999956e-10
52,8,8,1.2911e-10,0.273,0.1476,0.21348,0.3348,0.17613,0.29942,0.18373,0.14253,0.58874,0.33243,1.7037999999999957e-10,1.7037999999999957e-10,1.7037999999999957e-10,1.7037999999999957e-10,1.7037999999999957e-10,1.7037999999999957e-10,1.7037999999999957e-10,1.7037999999999957e-10,1.7037999999999957e-10,3.283700000000002e-10
53,2,2,1.2653e-10,0.41936,0.19518,0.62194,0.34711,0.16493,0.077269,0.26034,0.21149,0.34113,0.2399,1.6849999999999916e-10,3.0559999999999944e-10,1.6849999999999916e-10,1.2039999999999888e-10,1.6849999999999916e-10,1.6849999999999916e-10,2.6119999999999906e-10,3.0559999999999944e-10,1.6849999999999916e-10,1.6849999999999916e-10
54,1,1,1.2648e-10,0.2312,0.63261,0.20471,0.28693,0.26979,0.18669,0.29004,0.21721,0.30521,0.22995,2.2390000000000044e-10,2.2390000000000044e-10,2.2390000000000044e-10,2.723999999999992e-10,2.2390000000000044e-10,2.2390000000000044e-10,1.8709999999999907e-10,3.2970000000000063e-10,2.723999999999992e-10,2.2390000000000044e-10
55,7,7,1.3145e-10,0.32562,0.21514,0.23683,0.25808,0.25932,0.12241,0.0772,0.56973,0.29079,0.39804,2.430999999999997e-10,2.430999999999997e-10,2.430999999999997e-10,2.430999999999997e-10,2.0629999999999835e-10,1.5699999999999935e-10,2.430999999999997e-10,2.430999999999997e-10,2.898999999999992e-10,2.430999999999997e-10
56,2,2,1.2534e-10,0.36124,0.2661,0.56439,0.38049,0.15381,0.052249,0.22841,0.20289,0.44982,0.2193,1.853999999999998e-10,1.853999999999998e-10,1.853999999999998e-10,1.853999999999998e-10,1.853999999999998e-10,1.6000000000000276e-10,1.853999999999998e-10,1.853999999999998e-10,1.853999999999998e-10,1.853999999999998e-10
57,4,4,1.221e-10,0.19289,0.24148,0.26572,0.16499,0.6169,0.11066,0.2548,0.24668,0.2296,0.30028,2.2459999999999858e-10,2.2459999999999858e-10,2.2459999999999858e-10,2.2459999999999858e-10,2.2459999999999858e-10,3.2069999999999704e-10,2.2459999999999858e-10,3.2069999999999704e-10,2.2459999999999858e-10,2.2459999999999858e-10
58,9,9,1.2583e-10,0.32935,0.16356,0.23427,0.27707,0.30204,0.16292,0.073635,0.26207,0.35538,0.57282,2.2049999999999857e-10,1.794999999999984e-10,1.794999999999984e-10,2.2049999999999857e-10,2.2049999999999857e-10,2.688999999999952e-10,1.794999999999984e-10,2.688999999999952e-10,2.2049999999999857e-10,2.2049999999999857e-10
59,4,4,1.2849e-10,0.2789,0.20091,0.26188,0.20532,0.57808,0.15068,0.31017,0.2313,0.20295,0.28476,2.521e-10,2.521e-10,2.521e-10,2.521e-10,2.521e-10,1.1619999999999677e-10,2.521e-10,1.7870000000000146e-10,2.521e-10,2.521e-10
60,4,4,1.2657e-10,0.27,0.16319,0.26155,0.24144,0.58556,0.13932,0.24811,0.20283,0.27982,0.31936,1.6166e-10,1.6166e-10,1.6166e-10,3.28198e-10,2.22938e-10,1.6166e-10,1.6166e-10,1.6166e-10,6.17666e-11,1.6166e-10
61,0,0,1.249e-10,0.61163,0.21613,0.24863,0.1765,0.18954,0.27639,0.36011,0.16133,0.32067,0.24658,1.8190999999999984e-10,2.1971999999999973e-10,1.344500000000001e-10,2.1971999999999973e-10,2.1971999999999973e-10,2.1971999999999973e-10,1.8190999999999984e-10,1.8190999999999984e-10,1.8190999999999984e-10,2.1971999999999973e-10
62,3,3,1.2859e-10,0.27487,0.20496,0.31902,0.50418,0.17212,0.1509,0.065041,0.32484,0.37401,0.41178,2.0579999999999943e-10,1.3869999999999912e-10,1.617899999999993e-10,2.0579999999999943e-10,1.3869999999999912e-10,2.0579999999999943e-10,2.0579999999999943e-10,2.0579999999999943e-10,1.3869999999999912e-10,2.0579999999999943e-10
63,9,9,1.2663e-10,0.3211,0.14602,0.21442,0.31345,0.35916,0.18243,0.093784,0.25388,0.33887,0.49847,2.0529999999999887e-10,2.0529999999999887e-10,2.0529999999999887e-10,2.0529999999999887e-10,2.0529999999999887e-10,2.59699999999999e-10,3.1849999999999885e-10,2.0529999999999887e-10,2.59699999999999e-10,2.0529999999999887e-10
64,2,2,1.2426e-10,0.27958,0.2698,0.61041,0.44246,0.17308,0.052177,0.19556,0.26752,0.35453,0.22114,1.5129999999999885e-10,2.562999999999988e-10,2.1959999999999953e-10,1.5129999999999885e-10,2.1959999999999953e-10,1.5129999999999885e-10,2.1959999999999953e-10,1.5129999999999885e-10,1.5129999999999885e-10,2.1959999999999953e-10
65,2,2,1.2489e-10,0.3336,0.25309,0.61584,0.37569,0.16304,0.043822,0.22591,0.21139,0.43061,0.23355,2.187000000000005e-10,1.419000000000001e-10,1.419000000000001e-10,2.187000000000005e-10,2.187000000000005e-10,1.419000000000001e-10,2.187000000000005e-10,2.187000000000005e-10,2.187000000000005e-10,2.8009999999999865e-10
66,3,3,1.2766e-10,0.26245,0.30391,0.34604,0.69965,0.11311,0.10482,0.11436,0.31,0.32628,0.26031,2.432000000000018e-10,1.6569999999999996e-10,2.432000000000018e-10,1.6569999999999996e-10,1.6569999999999996e-10,2.9600000000000146e-10,2.432000000000018e-10,2.432000000000018e-10,2.432000000000018e-10,2.9600000000000146e-10
67,3,3,1.3049e-10,0.24232,0.23659,0.25248,0.6739,0.13616,0.27257,0.14315,0.14213,0.42032,0.26793,2.358999999999975e-10,2.358999999999975e-10,2.358999999999975e-10,2.984999999999977e-10,2.984999999999977e-10,2.358999999999975e-10,2.358999999999975e-10,2.358999999999975e-10,1.8889999999999715e-10,2.358999999999975e-10
68,8,8,1.2594e-10,0.15071,0.36681,0.1945,0.24382,0.32725,0.29026,0.25914,0.14112,0.49149,0.23178,1.8499999999999802e-10,2.7269999999999555e-10,1.8499999999999802e-10,2.7269999999999555e-10,2.7269999999999555e-10,1.3539999999999604e-10,1.8499999999999802e-10,3.3369999999999855e-10,1.8499999999999802e-10,2.7269999999999555e-10
69,3,3,1.2782e-10,0.27706,0.147,0.2321,0.51434,0.21256,0.31582,0.18714,0.13971,0.45695,0.27359,2.318000000000008e-10,2.318000000000008e-10,2.318000000000008e-10,2.318000000000008e-10,2.318000000000008e-10,2.318000000000008e-10,2.318000000000008e-10,3.484999999999981e-10,2.851999999999965e-10,2.318000000000008e-10
70,5,5,1.2633e-10,0.293,0.073402,0.19991,0.33464,0.19233,0.54811,0.27294,0.12662,0.45816,0.26076,2.33561e-10,1.62261e-10,2.33561e-10,1.62261e-10,1.62261e-10,1.62261e-10,1.62261e-10,1.62261e-10,1.62261e-10,2.83291e-10
71,7,7,1.2654e-10,0.35588,0.23912,0.26392,0.23651,0.21371,0.11579,0.049731,0.59154,0.29454,0.36084,1.910899999999996e-10,1.910899999999996e-10,1.910899999999996e-10,1.910899999999996e-10,3.5504999999999993e-10,1.910899999999996e-10,1.910899999999996e-10,1.910899999999996e-10,1.910899999999996e-10,1.910899999999996e-10
72,3,3,1.2953e-10,0.29826,0.20858,0.16646,0.54391,0.15921,0.43777,0.1553,0.13023,0.43183,0.30826,2.0218000000000023e-10,1.658899999999993e-10,1.658899999999993e-10,2.0218000000000023e-10,1.658899999999993e-10,2.0218000000000023e-10,3.2319e-10,2.0218000000000023e-10,2.0218000000000023e-10,3.2319e-10
73,5,5,1.2785e-10,0.26113,0.0992,0.13789,0.39917,0.20037,0.51143,0.19614,0.152,0.48947,0.2688,2.063e-10,2.063e-10,1.635999999999989e-10,2.063e-10,2.063e-10,2.063e-10,2.6149999999999874e-10,2.6149999999999874e-10,2.063e-10,2.063e-10
74,8,8,1.3006e-10,0.21991,0.15293,0.32299,0.32612,0.18923,0.22023,0.14049,0.21191,0.63385,0.27633,1.9659999999999992e-10,2.4409999999999753e-10,1.9659999999999992e-10,2.4409999999999753e-10,1.6229999999999809e-10,1.9659999999999992e-10,1.9659999999999992e-10,2.4409999999999753e-10,1.9659999999999992e-10,1.9659999999999992e-10
75,1,1,1.2794e-10,0.2259,0.68232,0.22993,0.20558,0.2682,0.21665,0.35128,0.16199,0.27379,0.22168,2.5979999999999945e-10,2.5979999999999945e-10,2.5979999999999945e-10,2.5979999999999945e-10,2.5979999999999945e-10,5.630000000000031e-11,2.5979999999999945e-10,2.5979999999999945e-10,2.5979999999999945e-10,2.1620000000000097e-10
76,2,2,1.2623e-10,0.30957,0.28501,0.59383,0.38226,0.095327,0.057818,0.19243,0.27652,0.40273,0.22553,2.6290000000000165e-10,2.6290000000000165e-10,2.6290000000000165e-10,2.1810000000000114e-10,1.4840000000000085e-10,2.1810000000000114e-10,2.1810000000000114e-10,2.1810000000000114e-10,2.1810000000000114e-10,2.1810000000000114e-10
77,4,4,1.3003e-10,0.21655,0.16754,0.24771,0.14892,0.60326,0.13475,0.19759,0.2415,0.30202,0.35768,1.95199999999997e-10,1.95199999999997e-10,1.95199999999997e-10,2.688999999999985e-10,2.688999999999985e-10,2.688999999999985e-10,2.688999999999985e-10,1.95199999999997e-10,2.688999999999985e-10,1.95199999999997e-10
